Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,109.377502,110.392502,108.897499,110.062500,109.864410,121992000
2020-08-06,110.404999,114.412498,109.797501,113.902496,113.697502,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,111.112503,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,112.727501,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,109.375000,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,113.010002,165944800
2020-08-13,114.430000,116.042503,113.927498,115.010002,115.010002,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,114.907501,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,114.607498,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,115.562500,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,115.707497,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,118.275002,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,124.370003,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,125.857498,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,124.824997,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,126.522499,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,125.010002,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.807503,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,129.039993,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,134.179993,152470100
2020-09-02,137.589996,137.979996,127.000000,131.399994,131.399994,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,120.879997,254723200
2020-09-04,120.070000,123.699997,110.889999,120.959999,120.959999,332607163
